ENSMUST00000000001	Gnai3__chr3
ENSMUST00000186222	Idh1__chr1
ENSMUST00000186223	Gm28595__chrY
ENSMUST00000186224	Gm29178__chrY
ENSMUST00000186225	Tnnt2__chr1
ENSMUST00000186226	Gm29574__chrY
ENSMUST00000186227	Zfand2b__chr1
ENSMUST00000186228	Ms4a12__chr19
ENSMUST00000186229	Resp18__chr1
ENSMUST00000186230	Gm28800__chr1
ENSMUST00000186231	Gm28829__chrY
ENSMUST00000186232	Gm8524__chr9
ENSMUST00000186233	Gm28825__chr1
ENSMUST00000186234	Gm9885__chr7
ENSMUST00000186235	Trpc1__chr9
ENSMUST00000186236	Gm28993__chrY
ENSMUST00000186237	1700012E03Rik__chr1
ENSMUST00000186238	Gm19325__chr9
ENSMUST00000186239	Cep57l1__chr10
ENSMUST00000186240	Gm28913__chr1
ENSMUST00000186241	Gm29207__chrY
ENSMUST00000186242	Ppil3__chr1
ENSMUST00000186243	1700030C10Rik__chr12
ENSMUST00000186244	Trmt1l__chr1
ENSMUST00000186245	Ankrd27__chr7
ENSMUST00000186246	Bmpr2__chr1
ENSMUST00000186247	Ank3__chr10
ENSMUST00000186248	Gm28279__chrY
ENSMUST00000186249	Gm21181__chr13
ENSMUST00000186250	Gm28138__chrY
ENSMUST00000186251	Gm29309__chrY
ENSMUST00000186252	Ptpn18__chr1
ENSMUST00000186253	Gm18558__chr7
ENSMUST00000186254	Gm6947__chr1
ENSMUST00000186255	Ptma__chr1
ENSMUST00000186256	Cacna1e__chr1
ENSMUST00000186257	Gm28736__chrY
ENSMUST00000186258	C030007H22Rik__chr1
ENSMUST00000186259	Srrm2__chr17
ENSMUST00000186260	Gm29565__chrY
ENSMUST00000186261	Gm28351__chr19
ENSMUST00000186262	Gm28388__chr1
ENSMUST00000186263	Cabyr__chr18
ENSMUST00000186264	Gm29106__chr1
ENSMUST00000186265	Gbas__chr5
ENSMUST00000186266	1700019D03Rik__chr1
ENSMUST00000186267	Gm28154__chr1
ENSMUST00000186268	Mpzl3__chr9
ENSMUST00000186269	Gm28338__chrY
ENSMUST00000186270	Gm18802__chr1
ENSMUST00000186271	Spock1__chr13
ENSMUST00000186273	Gm28129__chrY
ENSMUST00000186274	1700028B04Rik__chr7
ENSMUST00000186275	Gm5371__chr9
ENSMUST00000186277	Ttk__chr9
ENSMUST00000186278	Dnpep__chr1
ENSMUST00000186279	Lama2__chr10
ENSMUST00000186280	Bivm__chr1
ENSMUST00000186281	Spr-ps1__chr6
ENSMUST00000186282	Usp37__chr1
ENSMUST00000186283	Gm28447__chr10
ENSMUST00000186284	Kcnq1__chr7
ENSMUST00000186285	Gm5833__chr1
ENSMUST00000186286	Gm18448__chr1
ENSMUST00000186287	Stk25__chr1
ENSMUST00000186288	Kcnq1__chr7
ENSMUST00000186289	Gm29155__chr1
ENSMUST00000186290	Dopey1__chr9
ENSMUST00000186291	Gm20324__chr15
ENSMUST00000186292	Matr3__chr18
ENSMUST00000186293	Gm28813__chrY
ENSMUST00000186294	Cspp1__chr1
ENSMUST00000186295	Gm28285__chr18
ENSMUST00000186296	Runx1__chr16
ENSMUST00000186297	Gm29028__chrY
ENSMUST00000186298	Gpr35__chr1
ENSMUST00000186299	Gm20805__chrY
ENSMUST00000186300	Gm28932__chr14
ENSMUST00000186301	Dcdc2c__chr12
ENSMUST00000186302	Agfg1__chr1
ENSMUST00000186303	Gm28557__chr13
ENSMUST00000186304	Gm29104__chr1
ENSMUST00000186305	Gm29379__chrY
ENSMUST00000186306	Gm28749__chrY
ENSMUST00000186307	Gm28436__chrY
ENSMUST00000186308	Wdr75__chr1
ENSMUST00000186309	Rgs6__chr12
ENSMUST00000186310	Gm973__chr1
ENSMUST00000186311	1700128A07Rik__chr14
ENSMUST00000186312	Gm29178__chrY
ENSMUST00000186313	2210404O09Rik__chr17
ENSMUST00000186314	Fam122c__chrX
ENSMUST00000186315	Usp40__chr1
ENSMUST00000186316	Inppl1__chr7
ENSMUST00000186317	Tardbp__chr4
ENSMUST00000186318	Gm28692__chrY
ENSMUST00000186319	Gm20749__chr7
ENSMUST00000186320	Gm8600__chr7
ENSMUST00000186321	Gm28130__chrY
ENSMUST00000186322	Ibtk__chr9
ENSMUST00000186323	Rgs6__chr12
ENSMUST00000186324	Gm6610__chr15
ENSMUST00000186325	2810408I11Rik__chr1
ENSMUST00000186326	D030028A08Rik__chr11
ENSMUST00000186327	Gm28750__chr16
ENSMUST00000186328	Gm28440__chrY
ENSMUST00000186329	Gm2913__chrX
ENSMUST00000186330	Nfasc__chr1
ENSMUST00000186331	Fam135a__chr1
ENSMUST00000186332	Gm29210__chrY
ENSMUST00000186333	Cd22__chr7
ENSMUST00000186334	Gm28942__chr1
ENSMUST00000186335	Creb1__chr1
ENSMUST00000186336	Omt2b__chr9
ENSMUST00000186337	Gm29055__chr1
ENSMUST00000186338	Gm28838__chrY
ENSMUST00000186339	Ffar2__chr7
ENSMUST00000186340	Gm29009__chr6
ENSMUST00000186341	Gm28363__chr1
ENSMUST00000186342	Fat1__chr8
ENSMUST00000186343	Gm28095__chr1
ENSMUST00000186344	1700041G16Rik__chr8
ENSMUST00000186345	Snhg14__chr7
ENSMUST00000186346	Myl1__chr1
ENSMUST00000186347	1700047G03Rik__chr15
ENSMUST00000186348	Gm29324__chrY
ENSMUST00000186349	Clasp1__chr1
ENSMUST00000186350	Stk16__chr1
ENSMUST00000186351	Gm17944__chr9
ENSMUST00000186352	Vstm2b__chr7
ENSMUST00000186353	Gm28636__chrY
ENSMUST00000186354	Cd22__chr7
ENSMUST00000186355	Gm29398__chr1
ENSMUST00000186356	2010010A06Rik__chr18
ENSMUST00000186357	Gm28547__chrY
ENSMUST00000186358	Tgif1__chr17
ENSMUST00000186359	Phlda1__chr10
ENSMUST00000186360	Adgrb1__chr15
ENSMUST00000186361	Abhd14b__chr9
ENSMUST00000186362	Rhoay-ps2__chrY
ENSMUST00000186363	Trim43c__chr9
ENSMUST00000186364	Plscr1__chr9
ENSMUST00000186365	Dsel__chr1
ENSMUST00000186366	Poc1a__chr9
ENSMUST00000186367	Gm20587__chr1
ENSMUST00000186368	Nmnat2__chr1
ENSMUST00000186369	E130114P18Rik__chr4
ENSMUST00000186370	Trav15d-1-dv6d-1__chr14
ENSMUST00000186371	Gm29043__chrY
ENSMUST00000186372	Gm28798__chrY
ENSMUST00000186373	Chrnd__chr1
ENSMUST00000186374	Gm28469__chrY
ENSMUST00000186375	Naa60__chr16
ENSMUST00000186376	Gm336__chr19
ENSMUST00000186377	Gm29504__chrY
ENSMUST00000186378	Gm28421__chrY
ENSMUST00000186379	Gm10830__chr15
ENSMUST00000186380	Dhx9__chr1
ENSMUST00000186381	Tns1__chr1
ENSMUST00000186382	Nmbr__chr10
ENSMUST00000186383	Gm28480__chrY
ENSMUST00000186384	Clec18a__chr8
ENSMUST00000186385	Txn-ps1__chr1
ENSMUST00000186386	AV026068__chr8
ENSMUST00000186387	E330023G01Rik__chr9
ENSMUST00000186388	Cd164__chr10
ENSMUST00000186389	Nfasc__chr1
ENSMUST00000186391	Gm29260__chr1
ENSMUST00000186392	Msh3__chr13
ENSMUST00000186393	Gm21912__chrY
ENSMUST00000186394	Mrgprx2__chr7
ENSMUST00000186395	Tmem237__chr1
ENSMUST00000186396	Gm29259__chrY
ENSMUST00000186397	Gm20881__chrY
ENSMUST00000186398	Dars__chr1
ENSMUST00000186399	Gm28842__chrY
ENSMUST00000186400	Gm29406__chrY
ENSMUST00000186401	Gm19206__chr1
ENSMUST00000186402	Gorab__chr1
ENSMUST00000186403	Iqca__chr1
ENSMUST00000186404	Pikfyve__chr1
ENSMUST00000186405	Sulf1__chr1
ENSMUST00000186406	Park2__chr17
ENSMUST00000186407	Gm29447__chrY
ENSMUST00000186408	Lrcol1__chr5
ENSMUST00000186409	Gm3052__chr1
ENSMUST00000186410	Neil1__chr9
ENSMUST00000186411	2600014E21Rik__chr2
ENSMUST00000186412	Gm28975__chrY
ENSMUST00000186413	Ms4a2__chr19
ENSMUST00000186414	Gm6652__chr1
ENSMUST00000186415	Rnf2__chr1
ENSMUST00000186416	Prpf19__chr19
ENSMUST00000186417	Gm28261__chrY
ENSMUST00000186418	Dopey1__chr9
ENSMUST00000186419	Scgb1b25-ps__chr7
ENSMUST00000186420	Soat1__chr1
ENSMUST00000186421	Gm28058__chr1
ENSMUST00000186422	Mag__chr7
ENSMUST00000186423	Gm8369__chr19
ENSMUST00000186424	D930028M14Rik__chr7
ENSMUST00000186425	Dap__chr15
ENSMUST00000186426	Gm28730__chrX
ENSMUST00000186427	Gm29577__chrY
ENSMUST00000186428	Gm29453__chr1
ENSMUST00000186429	Gm28611__chrY
ENSMUST00000186430	Gm28624__chr1
ENSMUST00000186431	Gm6712__chr17
ENSMUST00000186432	Marco__chr1
ENSMUST00000186433	Ilkap__chr1
ENSMUST00000186434	Gm973__chr1
ENSMUST00000186435	Gm17837__chr1
ENSMUST00000186436	Ino80dos__chr1
ENSMUST00000186437	Tshr__chr12
ENSMUST00000186438	Defb42__chr14
ENSMUST00000186439	Gm21832__chrY
ENSMUST00000186440	Rbm6-ps2__chr1
ENSMUST00000186441	Tpp2__chr1
ENSMUST00000186442	Mndal__chr1
ENSMUST00000186443	Gm21294__chrY
ENSMUST00000186444	2810414N06Rik__chr1
ENSMUST00000186445	Ddx26b__chrX
ENSMUST00000186446	Myb__chr10
ENSMUST00000186447	Ibtk__chr9
ENSMUST00000186448	Gm29128__chr1
ENSMUST00000186449	Gm29498__chrY
ENSMUST00000186450	Gm28379__chr9
ENSMUST00000186451	Vgf__chr5
ENSMUST00000186452	Prrxl1__chr14
ENSMUST00000186453	C530043A13Rik__chr1
ENSMUST00000186454	Gm5441__chr12
ENSMUST00000186455	Tmem108__chr9
ENSMUST00000186456	Mrgpra6__chr7
ENSMUST00000186457	Gm29399__chrY
ENSMUST00000186458	Rgs6__chr12
ENSMUST00000186459	1700088E04Rik__chr15
ENSMUST00000186460	2310030A07Rik__chr1
ENSMUST00000186461	Gm28081__chrY
ENSMUST00000186462	Gm29087__chr7
ENSMUST00000186463	1700086L19Rik__chr12
ENSMUST00000186464	Wdfy1__chr1
ENSMUST00000186465	Trip12__chr1
ENSMUST00000186466	Ktn1__chr14
ENSMUST00000186467	Adhfe1__chr1
ENSMUST00000186468	Gm29057__chrY
ENSMUST00000186469	Rhof__chr5
ENSMUST00000186470	Kansl3__chr1
ENSMUST00000186471	Gm12500__chr3
ENSMUST00000186472	1810044D09Rik__chr6
ENSMUST00000186473	1810006J02Rik__chr1
ENSMUST00000186474	2410022M11Rik__chr14
ENSMUST00000186475	Zfp383__chr7
ENSMUST00000186476	Gm38394__chr1
ENSMUST00000186477	Mpp4__chr1
ENSMUST00000186478	Gm29586__chrY
ENSMUST00000186479	1700008K24Rik__chr17
ENSMUST00000186480	Zbtb11os1__chr16
ENSMUST00000186482	Gm28353__chrY
ENSMUST00000186483	Gm28614__chr7
ENSMUST00000186484	Gm21191__chrY
ENSMUST00000186485	Pign__chr1
ENSMUST00000186486	Tmem131__chr1
ENSMUST00000186487	Cntn2__chr1
ENSMUST00000186488	Kcnq1__chr7
ENSMUST00000186489	Cyb5r1__chr1
ENSMUST00000186490	Gm28598__chrY
ENSMUST00000186491	Gm28934__chr9
ENSMUST00000186492	Stk16__chr1
ENSMUST00000186493	Gm20906__chrY
ENSMUST00000186495	Atp2c1__chr9
ENSMUST00000186496	Gm28660__chr9
ENSMUST00000186497	Gm20922__chrY
ENSMUST00000186498	1700031P21Rik__chr12
ENSMUST00000186499	Cipc__chr12
ENSMUST00000186500	BE692007__chr19
ENSMUST00000186501	2310022A10Rik__chr7
ENSMUST00000186502	Gm29248__chrY
ENSMUST00000186503	Gm29473__chrY
ENSMUST00000186504	Gm29455__chr1
ENSMUST00000186505	Gm28290__chrY
ENSMUST00000186506	Gm28799__chrY
ENSMUST00000186507	Gm6644__chr1
ENSMUST00000186508	Gm28446__chrY
ENSMUST00000186509	Armc9__chr1
ENSMUST00000186510	Gm29358__chr1
ENSMUST00000186511	Gm28099__chrY
ENSMUST00000186512	Gm37545__chr9
ENSMUST00000186513	Mdm4__chr1
ENSMUST00000186514	Glce__chr9
ENSMUST00000186515	Gm28609__chr1
ENSMUST00000186516	Gm28406__chrY
ENSMUST00000186517	Gm8520__chr9
ENSMUST00000186518	Gm29081__chrY
ENSMUST00000186519	Pcbp4__chr9
ENSMUST00000186520	Gm21896__chrY
ENSMUST00000186521	Gm28072__chrY
ENSMUST00000186522	Iqca__chr1
ENSMUST00000186523	Gm18667__chr1
ENSMUST00000186524	Atr__chr9
ENSMUST00000186525	Lce1j__chr3
ENSMUST00000186526	Ly6a__chr15
ENSMUST00000186527	1810041L15Rik__chr15
ENSMUST00000186528	Cops5__chr1
ENSMUST00000186529	Scgb2b18__chr7
ENSMUST00000186530	Cntn2__chr1
ENSMUST00000186531	2810013P06Rik__chr8
ENSMUST00000186532	1700029B22Rik__chr7
ENSMUST00000186533	Gm28083__chr1
ENSMUST00000186534	Ffar2__chr7
ENSMUST00000186535	5330426P16Rik__chr16
ENSMUST00000186536	Fam84b__chr15
ENSMUST00000186537	Acmsd__chr1
ENSMUST00000186538	Slc35a4__chr18
ENSMUST00000186539	Nfasc__chr1
ENSMUST00000186540	Gm28761__chrY
ENSMUST00000186541	Tceb1__chr1
ENSMUST00000186542	Pax5__chr4
ENSMUST00000186543	Srgap2__chr1
ENSMUST00000186544	Gm28990__chrY
ENSMUST00000186545	Trav17__chr14
ENSMUST00000186546	Tspy-ps__chrY
ENSMUST00000186547	Dap__chr15
ENSMUST00000186548	Tet3__chr6
ENSMUST00000186549	Gm28668__chrY
ENSMUST00000186550	Gm21428__chrY
ENSMUST00000186551	BC034090__chr1
ENSMUST00000186552	Clk1__chr1
ENSMUST00000186553	Ppfia4__chr1
ENSMUST00000186554	Gm28969__chrY
ENSMUST00000186555	Gm29304__chrY
ENSMUST00000186556	Gm28888__chr1
ENSMUST00000186557	Oosp1__chr19
ENSMUST00000186558	Gm29617__chrY
ENSMUST00000186559	1700088E04Rik__chr15
ENSMUST00000186560	Gm28100__chr1
ENSMUST00000186561	Ncapd2__chr6
ENSMUST00000186562	Gm28673__chrY
ENSMUST00000186563	Gm28237__chr1
ENSMUST00000186564	Gm29426__chrY
ENSMUST00000186565	Terf1__chr1
ENSMUST00000186566	Gm6802__chr12
ENSMUST00000186567	Gm28663__chrY
ENSMUST00000186568	Ncf2__chr1
ENSMUST00000186569	Ndufs1__chr1
ENSMUST00000186570	Gm29242__chrX
ENSMUST00000186571	Gm21308__chrY
ENSMUST00000186572	Pdc__chr1
ENSMUST00000186573	Trav18__chr14
ENSMUST00000186574	Stat1__chr1
ENSMUST00000186575	Fn1__chr1
ENSMUST00000186576	Gm29124__chr1
ENSMUST00000186577	Atf7ip__chr6
ENSMUST00000186578	Gm20929__chrY
ENSMUST00000186579	Gm29134__chrY
ENSMUST00000186580	Gm29297__chrY
ENSMUST00000186581	Gm29370__chrY
ENSMUST00000186582	D530049I02Rik__chr1
ENSMUST00000186583	Ash1l__chr3
ENSMUST00000186584	Gm28991__chr19
ENSMUST00000186585	Pik3c2g__chr6
ENSMUST00000186587	Gm28398__chrY
ENSMUST00000186588	Gm18800__chr1
ENSMUST00000186589	Gm28704__chrY
ENSMUST00000186590	Gm29447__chrY
ENSMUST00000186591	Nck1__chr9
ENSMUST00000186592	Rec114__chr9
ENSMUST00000186593	Gm28292__chrY
ENSMUST00000186594	Gm21139__chrY
ENSMUST00000186595	Gm9962__chr7
ENSMUST00000186596	A430093F15Rik__chr19
ENSMUST00000186597	Gm10138__chr1
ENSMUST00000186598	Plch2__chr4
ENSMUST00000186600	Dnajb2__chr1
ENSMUST00000186601	Gm28828__chrY
ENSMUST00000186602	Cys1__chr12
ENSMUST00000186603	Gm28057__chrY
ENSMUST00000186604	Gm28376__chr1
ENSMUST00000186605	9930014A18Rik__chr15
ENSMUST00000186606	2410002F23Rik__chr7
ENSMUST00000186607	Gm29215__chrY
ENSMUST00000186608	Tsn__chr1
ENSMUST00000186609	Tfdp2__chr9
ENSMUST00000186610	2810429I04Rik__chr13
ENSMUST00000186612	Gm28287__chr1
ENSMUST00000186613	Fn1__chr1
ENSMUST00000186614	Matr3__chr18
ENSMUST00000186615	Gm28565__chrY
ENSMUST00000186616	Gm18801__chr1
ENSMUST00000186617	Mdm4__chr1
ENSMUST00000186618	6030442E23Rik__chr7
ENSMUST00000186619	2610044O15Rik8__chr8
ENSMUST00000186620	Adm__chr7
ENSMUST00000186621	Nmnat2__chr1
ENSMUST00000186622	Cacna2d4__chr6
ENSMUST00000186623	Gm28452__chrY
ENSMUST00000186624	Zap70__chr1
ENSMUST00000186625	Gm28995__chr1
ENSMUST00000186626	Esyt3__chr9
ENSMUST00000186627	Ktn1__chr14
ENSMUST00000186628	Ptprc__chr1
ENSMUST00000186629	Gm28604__chrY
ENSMUST00000186630	Gm21633__chrY
ENSMUST00000186631	Gm17522__chrX
ENSMUST00000186632	C78334__chr9
ENSMUST00000186633	Lcorl__chr5
ENSMUST00000186634	Gramd1a__chr7
ENSMUST00000186635	1700020N01Rik__chr10
ENSMUST00000186636	Gm7356__chr17
ENSMUST00000186637	Gm2325__chrY
ENSMUST00000186638	Gm28757__chrY
ENSMUST00000186639	Gm21784__chrY
ENSMUST00000186640	Gm21673__chr7
ENSMUST00000186641	Ano7__chr1
ENSMUST00000186642	2810429I04Rik__chr13
ENSMUST00000186643	1700128A07Rik__chr14
ENSMUST00000186644	2310005E17Rik__chr13
ENSMUST00000186645	Mdm4__chr1
ENSMUST00000186646	Gm20813__chrY
ENSMUST00000186647	1810009A15Rik__chr19
ENSMUST00000186648	Trip12__chr1
ENSMUST00000186649	Gm28666__chr7
ENSMUST00000186650	Gm28859__chrY
ENSMUST00000186651	Wdr75__chr1
ENSMUST00000186652	Zfp813-ps__chr1
ENSMUST00000186653	Gm28334__chrY
ENSMUST00000186654	Gm28352__chrY
ENSMUST00000186655	Gm28489__chrY
ENSMUST00000186656	Pantr1__chr1
ENSMUST00000186657	Copb2__chr9
ENSMUST00000186658	Gm5703__chr1
ENSMUST00000186659	Tubgcp4__chr2
ENSMUST00000186660	Gm4412__chr14
ENSMUST00000186661	Gm8506__chrY
ENSMUST00000186662	1700084F23Rik__chr13
ENSMUST00000186663	Gm29589__chr6
ENSMUST00000186664	Gm29617__chrY
ENSMUST00000186665	Gm29514__chr1
ENSMUST00000186666	Gm28852__chrY
ENSMUST00000186667	Ncapd2__chr6
ENSMUST00000186668	Iqcf3__chr9
ENSMUST00000186669	Gm28161__chrY
ENSMUST00000186670	Usp40__chr1
ENSMUST00000186671	Gm4790__chr7
ENSMUST00000186672	Srcap__chr7
ENSMUST00000186673	Gm28284__chrY
ENSMUST00000186674	Sulf1__chr1
ENSMUST00000186675	Gm29448__chrY
ENSMUST00000186676	Gm28141__chrY
ENSMUST00000186677	Gm28447__chr10
ENSMUST00000186678	Gm18033__chr1
ENSMUST00000186679	Gm28297__chrY
ENSMUST00000186680	Gm28844__chrY
ENSMUST00000186681	Gm29187__chr1
ENSMUST00000186682	Dis3l2__chr1
ENSMUST00000186683	1700066B17Rik__chr1
ENSMUST00000186684	Nabp1__chr1
ENSMUST00000186685	Gm28983__chrY
ENSMUST00000186686	Gm28890__chrY
ENSMUST00000186687	Gm29402__chr17
ENSMUST00000186688	Catip__chr1
ENSMUST00000186689	Gm21271__chrY
ENSMUST00000186690	Gm29401__chrY
ENSMUST00000186691	Gm28819__chrY
ENSMUST00000186692	Smg7__chr1
ENSMUST00000186693	Anapc13__chr9
ENSMUST00000186694	Tgfbrap1__chr1
ENSMUST00000186695	Gm29347__chr1
ENSMUST00000186696	Kdm5d__chrY
ENSMUST00000186697	Gm29455__chr1
ENSMUST00000186698	Tbx18__chr9
ENSMUST00000186699	Gm29528__chrY
ENSMUST00000186700	Ktn1__chr14
ENSMUST00000186701	Tceb1__chr1
ENSMUST00000186702	Cacna2d4__chr6
ENSMUST00000186703	Mir124a-1hg__chr14
ENSMUST00000186704	Gm29298__chrY
ENSMUST00000186705	Scgb2b4-ps__chr7
ENSMUST00000186706	1700012B09Rik__chr9
ENSMUST00000186707	Gm29286__chrY
ENSMUST00000186708	Gm29443__chr7
ENSMUST00000186709	Gm28092__chrY
ENSMUST00000186710	Olfr1248__chr2
ENSMUST00000186711	Tardbp__chr4
ENSMUST00000186712	1700101I19Rik__chr1
ENSMUST00000186713	Gm28959__chr9
ENSMUST00000186714	Gm28566__chrY
ENSMUST00000186715	Dopey1__chr9
ENSMUST00000186716	Gm29166__chrY
ENSMUST00000186717	2310015D24Rik__chr16
ENSMUST00000186718	Tmem167-ps3__chr7
ENSMUST00000186719	Cysrt1__chr2
ENSMUST00000186720	Arfgef1__chr1
ENSMUST00000186721	Mthfsl__chr9
ENSMUST00000186722	4930474N05Rik__chr14
ENSMUST00000186723	Gramd1a__chr7
ENSMUST00000186724	4930599A14Rik__chr1
ENSMUST00000186725	Gm18185__chr1
ENSMUST00000186726	Kdm5d__chrY
ENSMUST00000186727	Gm29321__chrY
ENSMUST00000186728	Gm21873__chrY
ENSMUST00000186729	Tardbp__chr4
ENSMUST00000186730	Ppfia4__chr1
ENSMUST00000186731	Pam__chr1
ENSMUST00000186732	4930521E06Rik__chr1
ENSMUST00000186733	Phf3__chr1
ENSMUST00000186734	Zbed4-ps1__chr7
ENSMUST00000186735	Peak1__chr9
ENSMUST00000186736	Fn1__chr1
ENSMUST00000186737	AI427809__chr4
ENSMUST00000186738	Gm7654__chr1
ENSMUST00000186739	Gm20824__chrY
ENSMUST00000186740	Sp110__chr1
ENSMUST00000186741	Gm28533__chrY
ENSMUST00000186742	Atf7ip__chr6
ENSMUST00000186743	Gm28680__chrY
ENSMUST00000186744	Atg9a__chr1
ENSMUST00000186745	Ivns1abp__chr1
ENSMUST00000186746	Mir124-2hg__chr3
ENSMUST00000186747	Gm28108__chrY
ENSMUST00000186748	Gm29019__chr15
ENSMUST00000186750	Cops8__chr1
ENSMUST00000186751	Gm28815__chrY
ENSMUST00000186752	Hemt1__chr15
ENSMUST00000186753	Gm28491__chrY
ENSMUST00000186754	Gm21344__chrY
ENSMUST00000186755	Slc40a1__chr1
ENSMUST00000186756	Gm29025__chrY
ENSMUST00000186757	Gm28969__chrY
ENSMUST00000186758	Tuba4a__chr1
ENSMUST00000186759	Srcap__chr7
ENSMUST00000186760	2310001K24Rik__chr2
ENSMUST00000186761	Ktn1__chr14
ENSMUST00000186762	Lrrfip1__chr1
ENSMUST00000186763	Gm28079__chrY
ENSMUST00000186764	Nab1__chr1
ENSMUST00000186765	4930439D14Rik__chr1
ENSMUST00000186766	Gm21282__chrY
ENSMUST00000186767	Gm28580__chr1
ENSMUST00000186768	2610016A17Rik__chr19
ENSMUST00000186769	Gm28055__chr1
ENSMUST00000186770	1700016P04Rik__chr6
ENSMUST00000186771	Gm28964__chrY
ENSMUST00000186772	Gm28582__chr7
ENSMUST00000186773	Gm29005__chr6
ENSMUST00000186774	Gm29086__chr7
ENSMUST00000186775	Gm29386__chrY
ENSMUST00000186776	Gm29179__chrY
ENSMUST00000186777	Pfkfb2__chr1
ENSMUST00000186778	Gm28847__chrY
ENSMUST00000186779	Carf__chr1
ENSMUST00000186780	Fam174a__chr1
ENSMUST00000186781	Gm29661__chrY
ENSMUST00000186782	Gm28218__chrY
ENSMUST00000186783	D2hgdh__chr1
ENSMUST00000186784	Gm29178__chrY
ENSMUST00000186785	E330020D12Rik__chr1
ENSMUST00000186786	Ino80dos__chr1
ENSMUST00000186787	Hdlbp__chr1
ENSMUST00000186788	Dnajc13__chr9
ENSMUST00000186789	Nt5e__chr9
ENSMUST00000186790	Mpp4__chr1
ENSMUST00000186791	Gm29132__chrY
ENSMUST00000186792	Gm29603__chr9
ENSMUST00000186793	Gm29278__chrY
ENSMUST00000186794	Tmem237__chr1
ENSMUST00000186796	Matr3__chr18
ENSMUST00000186797	Gm8173__chr1
ENSMUST00000186798	Kcnq1__chr7
ENSMUST00000186799	Gm19461__chr1
ENSMUST00000186800	Gm29314__chrY
ENSMUST00000186801	Gm29497__chrY
ENSMUST00000186802	Lca5__chr9
ENSMUST00000186803	Gm21462__chrY
ENSMUST00000186804	Slc40a1__chr1
ENSMUST00000186805	Gm28394__chrY
ENSMUST00000186806	5330426P16Rik__chr16
ENSMUST00000186807	2310035C23Rik__chr1
ENSMUST00000186808	Gm28737__chrY
ENSMUST00000186809	Lipi__chr16
ENSMUST00000186810	Gm21824__chrY
ENSMUST00000186811	Atg4b__chr1
ENSMUST00000186812	Gm21136__chr7
ENSMUST00000186813	Arfgef1__chr1
ENSMUST00000186814	Apbb1__chr7
ENSMUST00000186815	Gm28185__chrY
ENSMUST00000186816	Gm6075__chr1
ENSMUST00000186817	Gm28323__chr1
ENSMUST00000186818	1700027H10Rik__chr3
ENSMUST00000186819	1700016G22Rik__chr13
ENSMUST00000186820	Tmem237__chr1
ENSMUST00000186821	A930006L05Rik__chr9
ENSMUST00000186822	Slc40a1__chr1
ENSMUST00000186823	Gm29371__chr1
ENSMUST00000186824	Gm20861__chrY
ENSMUST00000186825	1700017N19Rik__chr10
ENSMUST00000186826	2310022A10Rik__chr7
ENSMUST00000186827	2010308F09Rik__chrX
ENSMUST00000186828	Kif1a__chr1
ENSMUST00000186829	Gm28889__chrY
ENSMUST00000186830	Gm28706__chr1
ENSMUST00000186831	Gm29385__chr9
ENSMUST00000186832	Ccl20__chr1
ENSMUST00000186833	Aamp__chr1
ENSMUST00000186834	1700028D13Rik__chr5
ENSMUST00000186835	Dock10__chr1
ENSMUST00000186836	1700110I01Rik__chr14
ENSMUST00000186837	Faim__chr9
ENSMUST00000186838	D730045B01Rik__chr5
ENSMUST00000186839	Fxyd3__chr7
ENSMUST00000186840	Gm7063__chr1
ENSMUST00000186841	Dopey1__chr9
ENSMUST00000186842	Gm29258__chr7
ENSMUST00000186843	1700016G22Rik__chr13
ENSMUST00000186844	Gm28592__chr10
ENSMUST00000186845	Pmis2__chr7
ENSMUST00000186846	Gm29147__chrY
ENSMUST00000186847	Gm28135__chrY
ENSMUST00000186848	Rgs6__chr12
ENSMUST00000186849	Gm28422__chrY
ENSMUST00000186850	Gm21572__chrY
ENSMUST00000186851	Gm17929__chr1
ENSMUST00000186852	Slc39a10__chr1
ENSMUST00000186853	St8sia4__chr1
ENSMUST00000186854	Myrf__chr19
ENSMUST00000186855	Zfp939__chr7
ENSMUST00000186856	Gm17946__chr1
ENSMUST00000186857	Stat1__chr1
ENSMUST00000186858	C430014B12Rik__chr1
ENSMUST00000186859	Zfp672__chr11
ENSMUST00000186860	Gm28608__chrY
ENSMUST00000186861	Kif1a__chr1
ENSMUST00000186862	Gm28227__chrY
ENSMUST00000186863	Mthfsl__chr9
ENSMUST00000186864	Reep6__chr10
ENSMUST00000186865	Rab3gap1__chr1
ENSMUST00000186866	Gm28710__chr5
ENSMUST00000186867	Pfkfb2__chr1
ENSMUST00000186868	Apbb1__chr7
ENSMUST00000186869	Gm17807__chr12
ENSMUST00000186870	1810022K09Rik__chr3
ENSMUST00000186871	Gm29226__chrY
ENSMUST00000186872	1700065O20Rik__chr18
ENSMUST00000186873	Gm28236__chrY
ENSMUST00000186874	Gm10318__chr10
ENSMUST00000186875	D830032E09Rik__chr1
ENSMUST00000186876	Gm29542__chr12
ENSMUST00000186877	Gm29357__chrY
ENSMUST00000186878	Msh3__chr13
ENSMUST00000186879	Fn1__chr1
ENSMUST00000186880	Gm28228__chr19
ENSMUST00000186881	Gm21330__chrY
ENSMUST00000186882	Cops8__chr1
ENSMUST00000186883	Gm29158__chrY
ENSMUST00000186884	Gm28840__chrY
